gen_id,route_id,type_id,x1,y1,x2,y2
1,1,2,96,352,128,384
1,1,2,128,384,160,416
1,1,2,160,416,192,448
1,1,2,192,448,224,480
1,1,2,224,480,256,512
1,1,2,256,512,288,544
1,1,2,288,544,320,576
1,1,2,0,576,32,608
1,1,2,32,608,64,640
1,1,2,64,640,96,672
1,1,2,96,672,128,704
1,1,2,128,704,160,736
1,1,2,160,736,192,768
1,1,2,192,768,224,800
1,1,2,224,800,256,832
1,1,2,256,832,288,864
1,1,2,288,864,320,896
1,1,2,0,896,32,928
1,1,2,32,928,64,960
1,1,2,64,960,96,992
1,1,2,96,992,128,1024
1,1,2,128,1024,160,1056
1,1,2,160,1056,192,1088
1,1,2,192,1088,224,1120
1,1,2,224,1120,256,1152
1,1,2,256,1152,288,1184
1,1,2,288,1184,320,1216
1,1,2,0,1216,32,1248
1,1,2,32,1248,64,1280
1,1,2,64,1280,96,1312
1,1,2,96,1312,128,1344
1,1,2,128,1344,160,1376
1,1,2,160,1376,192,1408
1,1,2,192,1408,224,1440
1,1,2,224,1440,256,1472
1,1,2,256,1472,288,1504
1,1,2,288,1504,320,1536
1,1,2,0,1536,32,1568
1,1,2,32,1568,64,1600
1,1,2,64,1600,96,1632
1,1,2,96,1632,128,1664
1,1,2,128,1664,160,1696
1,1,2,160,1696,192,1728
1,1,2,192,1728,224,1760
1,1,2,224,1760,256,1792
1,1,2,256,1792,288,1824
1,1,2,288,1824,320,1856
1,1,2,0,1856,32,1888
1,1,2,32,1888,64,1920
1,1,2,64,1920,96,1952
1,1,2,96,1952,128,1984
1,1,2,128,1984,160,2016
1,1,2,160,2016,192,2048
1,1,2,192,2048,224,2080
1,1,2,224,2080,256,2112
1,1,2,256,2112,288,2144
1,1,2,288,2144,320,2176
1,1,2,0,2176,32,2208
1,1,2,32,2208,64,2240
1,1,2,64,2240,96,2272
1,1,2,96,2272,128,2304
1,1,2,128,0,160,32
1,1,2,160,32,192,64
1,1,2,192,64,224,96
1,1,2,224,96,256,128
1,1,2,256,128,288,160
1,1,2,288,160,320,192
1,1,2,0,192,32,224
1,1,2,32,224,64,256
1,1,2,64,256,96,288
1,1,2,96,288,128,320
1,1,2,128,320,160,352
1,1,2,160,352,192,384
1,1,2,192,384,224,416
1,1,2,224,416,256,448
1,1,2,256,448,288,480
1,1,2,288,480,320,512
1,1,2,0,512,32,544
1,1,2,32,544,64,576
1,1,2,64,576,96,608
1,1,2,96,608,128,640
1,1,2,128,640,160,672
1,1,2,160,672,192,704
1,1,2,192,704,224,736
1,1,2,224,736,256,768
1,1,2,256,768,288,800
1,1,2,288,800,320,832
1,1,2,0,832,32,864
1,1,2,32,864,64,896
1,1,2,64,896,96,928
1,1,2,96,928,128,960
1,1,2,128,960,160,992
1,1,2,160,992,192,1024
1,1,2,192,1024,224,1056
1,1,2,224,1056,256,1088
1,1,2,256,1088,288,1120
1,1,2,288,1120,320,1152
1,1,2,0,1152,32,1184
1,1,2,32,1184,64,1216
1,1,2,64,1216,96,1248
1,1,2,96,1248,128,1280
1,1,2,128,1280,160,1312
1,1,2,160,1312,192,1344
1,1,2,192,1344,224,1376
1,1,2,224,1376,256,1408
1,1,2,256,1408,288,1440
1,1,2,288,1440,320,1472
1,1,2,0,1472,32,1504
1,1,2,32,1504,64,1536
1,1,2,64,1536,96,1568
1,1,2,96,1568,128,1600
1,1,2,128,1600,160,1632
1,1,2,160,1632,192,1664
1,1,2,192,1664,224,1696
1,1,2,224,1696,256,1728
1,1,2,256,1728,288,1760
1,1,2,288,1760,320,1792
1,1,2,0,1792,32,1824
1,1,2,32,1824,64,1856
1,1,2,64,1856,96,1888
1,1,2,96,1888,128,1920
1,1,2,128,1920,160,1952
1,1,2,160,1952,192,1984
1,1,2,192,1984,224,2016
1,1,2,224,2016,256,2048
1,1,2,256,2048,288,2080
1,1,2,288,2080,320,2112
1,1,2,0,2112,32,2144
